國際普通名稱,普通名稱,作物類別,容許量ppm,備註
"2,4-D","二‧四地","小麥","2","殺草劑"
"2,4-D","二‧四地","小漿果類","0.1","殺草劑"
"2,4-D","二‧四地","玉米","0.05","殺草劑"
"2,4-D","二‧四地","甘蔗類","0.05","殺草劑"
"2,4-D","二‧四地","米類","0.1","殺草劑"
"2,4-D","二‧四地","李","0.05","殺草劑"
"2,4-D","二‧四地","杏","0.05","殺草劑"
"2,4-D","二‧四地","杏仁","0.2","殺草劑"
"2,4-D","二‧四地","油桃","0.05","殺草劑"
"2,4-D","二‧四地","柑桔類","2","殺草劑"
"2,4-D","二‧四地","桃","0.05","殺草劑"
"2,4-D","二‧四地","馬鈴薯","0.2","殺草劑"
"2,4-D","二‧四地","高粱","0.01","殺草劑"
"2,4-D","二‧四地","堅果類","0.2","殺草劑"
"2,4-D","二‧四地","梅","0.05","殺草劑"
"2,4-D","二‧四地","其他梨果類(李、杏、油桃、桃、梅、櫻桃除外)","0.01","殺草劑"
"2,4-D","二‧四地","大豆","0.02","殺草劑"
"2,4-D","二‧四地","黑麥","2","殺草劑"
"2,4-D","二‧四地","葡萄","0.1","殺草劑"
"2,4-D","二‧四地","蔓越莓","0.1","殺草劑"
"2,4-D","二‧四地","蘆筍","1","殺草劑"
"2,4-D","二‧四地","櫻桃","0.2","殺草劑"
"2,4-D","二‧四地","其他(蔬果類)*","0.02*","殺草劑"
"2,4-D","二‧四地","其他(穀類)*","0.02*","殺草劑"
"2,4-D","二‧四地","其他(茶類)*","0.1*","殺草劑"
"2,6-DIPN","","馬鈴薯","1","生長調節劑"
"2-Phenylphenol","","柑桔類","10","殺菌劑"
"2-Phenylphenol","","梨","20","殺菌劑"
"Abamectin","阿巴汀","辣椒(乾)","0.2","殺蟲劑"
"Abamectin","阿巴汀","蘋果","0.02","殺蟲劑"
"Abamectin","阿巴汀","櫻桃","0.09","殺蟲劑"
"Abamectin","阿巴汀","其他(蔬果類)*","0.01*","殺蟲劑"
"Abamectin","阿巴汀","其他(穀類)*","0.01*","殺蟲劑"
"Abamectin","阿巴汀","其他(茶類)*","0.05*","殺蟲劑"
"Acephate","毆殺松","其他小葉菜類(芹菜除外)","1","殺蟲劑"
"Acephate","毆殺松","其他包葉菜類(結球萵苣除外)","1","殺蟲劑"
"Acephate","毆殺松","菜豆(乾)","0.5","殺蟲劑"
"Acephate","毆殺松","瓜菜類","1","殺蟲劑"
"Acephate","毆殺松","白木耳","0.5","殺蟲劑"
"Acephate","毆殺松","米類","0.5","殺蟲劑"
"Acephate","毆殺松","豆菜類","1","殺蟲劑"
"Acephate","毆殺松","其他果菜類(甜椒除外)","1","殺蟲劑"
"Acephate","毆殺松","花豆(乾豆)","1","殺蟲劑"
"Acephate","毆殺松","芹菜","4","殺蟲劑"
"Acephate","毆殺松","紅腎豆(乾豆)","0.5","殺蟲劑"
"Acephate","毆殺松","香辛植物","0.2","殺蟲劑"
"Acephate","毆殺松","根莖菜類","1","殺蟲劑"
"Acephate","毆殺松","梨果類","1","殺蟲劑"
"Acephate","毆殺松","甜椒","4","殺蟲劑"
"Acephate","毆殺松","結球萵苣","5","殺蟲劑"
"Acephate","毆殺松","萊豆(乾豆)","1","殺蟲劑"
"Acephate","毆殺松","大豆","0.3","殺蟲劑"
"Acephate","毆殺松","蔓越莓","0.5","殺蟲劑"
"Acephate","毆殺松","雜糧類","0.5","殺蟲劑"
"Acephate","毆殺松","其他(蔬果類)*","0.01*","殺蟲劑"
"Acequinocyl","亞醌蟎","櫻桃","0.5","殺蟎劑"
"Acetamiprid","亞滅培","刀豆","1","殺蟲劑"
"Acetamiprid","亞滅培","十字花科小葉菜類","2","殺蟲劑"
"Acetamiprid","亞滅培","十字花科包葉菜類","2","殺蟲劑"
"Acetamiprid","亞滅培","大豆","1","殺蟲劑"
"Acetamiprid","亞滅培","小扁豆(乾)","1","殺蟲劑"
"Acetamiprid","亞滅培","小黃瓜","0.5","殺蟲劑"
"Acetamiprid","亞滅培","小漿果類","1","殺蟲劑"
"Acetamiprid","亞滅培","山茼蒿","2","殺蟲劑"
"Acetamiprid","亞滅培","山藥","0.5","殺蟲劑"
"Acetamiprid","亞滅培","不結球萵苣","2","殺蟲劑"
"Acetamiprid","亞滅培","半結球萵苣","2","殺蟲劑"
"Acetamiprid","亞滅培","毛豆","1","殺蟲劑"
"Acetamiprid","亞滅培","牛蒡","0.5","殺蟲劑"
"Acetamiprid","亞滅培","冬瓜","0.5","殺蟲劑"
"Acetamiprid","亞滅培","瓜果類","1","殺蟲劑"
"Acetamiprid","亞滅培","其他瓜菜類(小黃瓜、冬瓜、南瓜、扁蒲、胡瓜、苦瓜、夏南瓜、隼人瓜、絲瓜、越瓜除外)","0.2","殺蟲劑"
"Acetamiprid","亞滅培","甘藷","0.5","殺蟲劑"
"Acetamiprid","亞滅培","白鳳菜","2","殺蟲劑"
"Acetamiprid","亞滅培","竹筍","0.5","殺蟲劑"
"Acetamiprid","亞滅培","其他豆菜類(刀豆、毛豆、花豆、扁豆、豇豆、菜豆、萊豆、豌豆、樹豆、翼豆、蠶豆、鷹嘴豆除外)","0.4","殺蟲劑"
"Acetamiprid","亞滅培","豆薯","0.5","殺蟲劑"
"Acetamiprid","亞滅培","其他果菜類(枸杞、秋葵、茄子、甜椒、番茄、辣椒除外)","0.2","殺蟲劑"
"Acetamiprid","亞滅培","狗尾草根","0.5","殺蟲劑"
"Acetamiprid","亞滅培","玫瑰(鮮)","1","殺蟲劑"
"Acetamiprid","亞滅培","玫瑰(乾)","2","殺蟲劑"
"Acetamiprid","亞滅培","隼人瓜","0.5","殺蟲劑"
"Acetamiprid","亞滅培","啤酒花","0.05","殺蟲劑"
"Acetamiprid","亞滅培","堅果類","0.06","殺蟲劑"
"Acetamiprid","亞滅培","梨果類","1","殺蟲劑"
"Acetamiprid","亞滅培","甜椒","1","殺蟲劑"
"Acetamiprid","亞滅培","莧菜","2","殺蟲劑"
"Acetamiprid","亞滅培","野薑花","1","殺蟲劑"
"Acetamiprid","亞滅培","朝鮮薊","2","殺蟲劑"
"Acetamiprid","亞滅培","棉籽","0.7","殺蟲劑"
"Acetamiprid","亞滅培","結球萵苣","2","殺蟲劑"
"Acetamiprid","亞滅培","番石榴","1","殺蟲劑"
"Acetamiprid","亞滅培","番茄","1","殺蟲劑"
"Acetamiprid","亞滅培","番荔枝","1","殺蟲劑"
"Acetamiprid","亞滅培","絲瓜","0.5","殺蟲劑"
"Acetamiprid","亞滅培","菊花","2","殺蟲劑"
"Acetamiprid","亞滅培","菜豆","1","殺蟲劑"
"Acetamiprid","亞滅培","菠菜","2","殺蟲劑"
"Acetamiprid","亞滅培","菱角","0.5","殺蟲劑"
"Acetamiprid","亞滅培","萊豆","1","殺蟲劑"
"Acetamiprid","亞滅培","越瓜","0.5","殺蟲劑"
"Acetamiprid","亞滅培","黃金果","1","殺蟲劑"
"Acetamiprid","亞滅培","黑皮波羅門參","0.5","殺蟲劑"
"Acetamiprid","亞滅培","楊桃","1","殺蟲劑"
"Acetamiprid","亞滅培","落花生","1","殺蟲劑"
"Acetamiprid","亞滅培","葉用甘藷","2","殺蟲劑"
"Acetamiprid","亞滅培","葉用豌豆","2","殺蟲劑"
"Acetamiprid","亞滅培","葡萄","1","殺蟲劑"
"Acibenzolar-S-methyl","","甘藍","0.6","殺菌劑"
"Acibenzolar-S-methyl","","芹菜","0.2","殺菌劑"
"Acibenzolar-S-methyl","","芥菜","0.3","殺菌劑"
"Acibenzolar-S-methyl","","青花菜","0.6","殺菌劑"
"Acibenzolar-S-methyl","","洋蔥","0.1","殺菌劑"
"Acibenzolar-S-methyl","","胡瓜","1","殺菌劑"
"Acibenzolar-S-methyl","","甜椒","0.6","殺菌劑"
"Acibenzolar-S-methyl","","番茄","0.6","殺菌劑"
"Acibenzolar-S-methyl","","結球萵苣","0.1","殺菌劑"
"Acibenzolar-S-methyl","","菠菜","0.3","殺菌劑"
"Acibenzolar-S-methyl","","辣椒","0.6","殺菌劑"
"Acibenzolar-S-methyl","","蘋果","0.05","殺菌劑"
"Acifluorfen","亞喜芬","乾豆類","0.1","殺草劑"
"Acrinathrin","阿納寧","油桃","0.2","殺蟎劑"
"Acrinathrin","阿納寧","玫瑰","0.5","殺蟎劑"
"Acrinathrin","阿納寧","茉莉花","2","殺蟎劑"
"Acrinathrin","阿納寧","桃","0.2","殺蟎劑"
"Acrinathrin","阿納寧","茶","2","殺蟎劑"
"Acrinathrin","阿納寧","梨","0.1","殺蟎劑"
"Acrinathrin","阿納寧","菊花","2","殺蟎劑"
"Acrinathrin","阿納寧","葡萄","2","殺蟎劑"
"Acrinathrin","阿納寧","蓮花","0.5","殺蟎劑"
"Acrinathrin","阿納寧","蘋果","0.1","殺蟎劑"
"Alachlor","拉草","包葉菜類","0.2","殺草劑"
"Alachlor","拉草","玉米","0.2","殺草劑"
"Alachlor","拉草","甘蔗類","0.1","殺草劑"
"Alachlor","拉草","果菜類","0.2","殺草劑"
"Ametoctradin","滅脫定","紅蔥頭","1.5","殺菌劑"
"Ametoctradin","滅脫定","茄子","2","殺菌劑"
"Ametoctradin","滅脫定","香瓜茄","2","殺菌劑"
"Ametoctradin","滅脫定","馬鈴薯","0.05","殺菌劑"
"Ametoctradin","滅脫定","啤酒花","10","殺菌劑"
"Ametoctradin","滅脫定","甜椒","2","殺菌劑"
"Ametoctradin","滅脫定","番茄","2","殺菌劑"
"Ametoctradin","滅脫定","結球萵苣","20","殺菌劑"
"Ametoctradin","滅脫定","葡萄","5","殺菌劑"
"Ametoctradin","滅脫定","蒜頭","1.5","殺菌劑"
"Ametoctradin","滅脫定","辣椒","2","殺菌劑"
"Ametoctradin","滅脫定","酸漿","2","殺菌劑"
"Ametoctradin","滅脫定","樹番茄","2","殺菌劑"
"Ametryn","草殺淨","小漿果類","0.5","殺草劑"
"Ametryn","草殺淨","甘蔗類","0.1","殺草劑"
"Aminoethoxyvinyl- glycine","艾維激素","油桃","0.08","生長調節劑"
"Aminoethoxyvinyl- glycine","艾維激素","桃","0.08","生長調節劑"
"Aminoethoxyvinyl- glycine","艾維激素","梨","0.08","生長調節劑"
"Aminoethoxyvinyl- glycine","艾維激素","鳳梨","0.08","生長調節劑"
"Aminoethoxyvinyl- glycine","艾維激素","蘋果","0.08","生長調節劑"
"Aminopyralid","","大麥","0.1","除草劑"
"Aminopyralid","","小麥","0.1","除草劑"
"Aminopyralid","","燕麥","0.1","除草劑"
"Amisulbrom","安美速","小黃瓜","0.5","殺菌劑"
"Amisulbrom","安美速","冬瓜","0.5","殺菌劑"
"Amisulbrom","安美速","西瓜","0.2","殺菌劑"
"Atrazine","草脫淨","大漿果類","0.25","殺草劑"
"Atrazine","草脫淨","甘蔗類","0.25","殺草劑"
"Atrazine","草脫淨","雜糧類","0.25","殺草劑"
"Azafenidin","草芬定","柑桔類","0.1","殺草劑"
"Azoxystrobin","亞托敏","人參(鮮)","0.1","殺菌劑"
"Azoxystrobin","亞托敏","刀豆","0.5","殺菌劑"
"Azoxystrobin","亞托敏","十字花科蔬菜(包葉菜類)","2","殺菌劑"
"Azoxystrobin","亞托敏","大麥","0.5","殺菌劑"
"Azoxystrobin","亞托敏","小麥","0.2","殺菌劑"
"Azoxystrobin","亞托敏","其他小葉菜類(半結球萵苣、不結球萵苣、芹菜、青蔥及蒜除外)","1","殺菌劑"
"Azoxystrobin","亞托敏","其他小漿果類(藍莓、覆盆子除外)","2","殺菌劑"
"Azoxystrobin","亞托敏","不結球萵苣","10","殺菌劑"
"Azoxystrobin","亞托敏","毛豆","0.5","殺菌劑"
"Azoxystrobin","亞托敏","木瓜","1","殺菌劑"
"Azoxystrobin","亞托敏","火龍果","1","殺菌劑"
"Azoxystrobin","亞托敏","牛蒡","0.1","殺菌劑"
"Azoxystrobin","亞托敏","半結球萵苣","10","殺菌劑"
"Azoxystrobin","亞托敏","可可豆","0.05","殺菌劑"
"Azoxystrobin","亞托敏","玉米","0.05","殺菌劑"
"Azoxystrobin","亞托敏","瓜果類","1","殺菌劑"
"Azoxystrobin","亞托敏","瓜菜類","1","殺菌劑"
"Azoxystrobin","亞托敏","印度棗","0.5","殺菌劑"
"Azoxystrobin","亞托敏","百香果","1","殺菌劑"
"Azoxystrobin","亞托敏","米","5","殺菌劑"
"Azoxystrobin","亞托敏","李","1","殺菌劑"
"Azoxystrobin","亞托敏","杏","1","殺菌劑"
"Azoxystrobin","亞托敏","草木本植物","5","殺菌劑"
"Azoxystrobin","亞托敏","馬鈴薯","5","殺菌劑"
"Azoxystrobin","亞托敏","豇豆(鮮)","0.5","殺菌劑"
"Azoxystrobin","亞托敏","豇豆(乾燥)","0.05","殺菌劑"
"Azoxystrobin","亞托敏","啤酒花","20","殺菌劑"
"Azoxystrobin","亞托敏","其他堅果類(杏仁、開心果除外)","0.01","殺菌劑"
"Azoxystrobin","亞托敏","梅","1","殺菌劑"
"Azoxystrobin","亞托敏","梨","1","殺菌劑"
"Azoxystrobin","亞托敏","甜椒","2","殺菌劑"
"Azoxystrobin","亞托敏","朝鮮薊","5","殺菌劑"
"Azoxystrobin","亞托敏","棉籽","0.7","殺菌劑"
"Azoxystrobin","亞托敏","結球萵苣","2","殺菌劑"
"Azoxystrobin","亞托敏","番茄","2","殺菌劑"
"Azoxystrobin","亞托敏","番荔枝","1","殺菌劑"
"Azoxystrobin","亞托敏","菊花","5","殺菌劑"
"Azoxystrobin","亞托敏","萊豆","0.5","殺菌劑"
"Azoxystrobin","亞托敏","菜豆","0.5","殺菌劑"
"Azoxystrobin","亞托敏","開心果","1","殺菌劑"
"Azoxystrobin","亞托敏","大豆","0.5","殺菌劑"
"Azoxystrobin","亞托敏","黑皮波羅門參","0.1","殺菌劑"
"Azoxystrobin","亞托敏","黑麥","0.2","殺菌劑"
"Azoxystrobin","亞托敏","落花生","0.05","殺菌劑"
"Azoxystrobin","亞托敏","葵花籽","0.5","殺菌劑"
"Azoxystrobin","亞托敏","酪梨","1","殺菌劑"
"Azoxystrobin","亞托敏","綠豆","0.05","殺菌劑"
"Azoxystrobin","亞托敏","蒜","0.1","殺菌劑"
"Azoxystrobin","亞托敏","辣椒","2","殺菌劑"
"Bendiocarb","免敵克","米類","0.2","殺蟲劑"
"Bendiocarb","免敵克","核果類","0.5","殺蟲劑"
"Bendiocarb","免敵克","其他(蔬果類)*","0.01*","殺蟲劑"
"Bendiocarb","免敵克","其他(穀類)*","0.02*","殺蟲劑"
"Bendiocarb","免敵克","其他(茶類)*","0.05*","殺蟲劑"
"Benfluralin","倍尼芬","乾豆類","0.5","殺草劑"
"Benfluralin","倍尼芬","其他(蔬果類)*","0.01*","殺草劑"
"Benfluralin","倍尼芬","其他(穀類)*","0.02*","殺草劑"
"Benfluralin","倍尼芬","其他(茶類)*","0.05*","殺草劑"
"Benfuracarb","免扶克","小葉菜類","1","殺蟲劑"
"Benfuracarb","免扶克","包葉菜類","0.5","殺蟲劑"
"Benfuracarb","免扶克","米類","0.1","殺蟲劑"
"Benfuracarb","免扶克","柑桔類","1","殺蟲劑"
"Benfuracarb","免扶克","蓮霧","0.1","殺蟲劑"
"Bensulfuron-methyl","免速隆","米","0.5","殺草劑"
"Bensulfuron-methyl","免速隆","其他(蔬果類)*","0.01*","殺草劑"
"Bensulfuron-methyl","免速隆","其他(穀類)*","0.02*","殺草劑"
"Bensulfuron-methyl","免速隆","其他(茶類)*","0.05*","殺草劑"
"Bensultap","免速達","小葉菜類","1","殺蟲劑"
"Bensultap","免速達","包葉菜類","1","殺蟲劑"
"Bentazone","本達隆","米類","0.5","殺草劑"
"Bentazone","本達隆","馬鈴薯","0.1","殺草劑"
"Bentazone","本達隆","乾豆類","0.5","殺草劑"
"Bentazone","本達隆","豌豆","0.2","殺草劑"
"Bentazone","本達隆","其他(蔬果類)*","0.01*","殺草劑"
"Bentazone","本達隆","其他(穀類)*","0.02*","殺草劑"
"Bifenazate","必芬蟎","番茄","0.5","殺蟎劑"
"Bifenazate","必芬蟎","葡萄","1","殺蟎劑"
"Bifenazate","必芬蟎","葡萄(乾)","2","殺蟎劑"
"Bifenazate","必芬蟎","辣椒","3","殺蟎劑"
"Bifenazate","必芬蟎","酸漿","0.5","殺蟎劑"
"Bifenazate","必芬蟎","樹番茄","0.5","殺蟎劑"
"Bifenazate","必芬蟎","蘋果","1","殺蟎劑"
"Bifenazate","必芬蟎","櫻桃","2","殺蟎劑"
"Bifenox","必芬諾","米類","0.5","殺草劑"
"Bifenox","必芬諾","乾豆類","0.5","殺草劑"
"Bifenox","必芬諾","其他(蔬果類)*","0.01*","殺草劑"
"Bifenox","必芬諾","其他(穀類)*","0.02*","殺草劑"
"Bifenox","必芬諾","其他(茶類)*","0.05*","殺草劑"
"Bifenthrin","畢芬寧","大麥","0.05","殺蟲劑"
"Bifenthrin","畢芬寧","小葉菜類","1","殺蟲劑"
"Bifenthrin","畢芬寧","其他小漿果類(草莓除外)","1","殺蟲劑"
"Bifenthrin","畢芬寧","山藥","0.05","殺蟲劑"
"Bifenthrin","畢芬寧","包葉菜類","1","殺蟲劑"
"Bifenthrin","畢芬寧","玉米","0.05","殺蟲劑"
"Bifenthrin","畢芬寧","瓜果類","1","殺蟲劑"
"Bifenthrin","畢芬寧","百合花","0.5","殺蟲劑"
"Bifenthrin","畢芬寧","芒果","1","殺蟲劑"
"Bifenthrin","畢芬寧","豆菜類","1","殺蟲劑"
"Bifenthrin","畢芬寧","其他果菜類(金針、洛神葵除外)","1","殺蟲劑"
"Bifenthrin","畢芬寧","玫瑰(鮮)","0.5","殺蟲劑"
"Bifenthrin","畢芬寧","玫瑰(乾)","2","殺蟲劑"
"Bifenthrin","畢芬寧","金針","0.5","殺蟲劑"
"Bitertanol","比多農","番茄","3","殺菌劑"
"Bitertanol","比多農","黑麥","0.05","殺菌劑"
"Bitertanol","比多農","燕麥","0.05","殺菌劑"
"Bitertanol","比多農","其他(蔬果類)*","0.01*","殺菌劑"
"Bitertanol","比多農","其他(穀類)*","0.02*","殺菌劑"
"Bitertanol","比多農","其他(茶類)*","0.05*","殺菌劑"
"Boscalid","白克列","刀豆","1","殺菌劑"
"Boscalid","白克列","小黃瓜","0.5","殺菌劑"
"Boscalid","白克列","不結球萵苣","4","殺菌劑"
"Boscalid","白克列","巴西栗","0.05","殺菌劑"
"Boscalid","白克列","木瓜","1","殺菌劑"
"Boscalid","白克列","毛豆","1","殺菌劑"
"Boscalid","白克列","半結球萵苣","4","殺菌劑"
"Boscalid","白克列","其他瓜菜類(南瓜除外)","0.5","殺菌劑"
"Boscalid","白克列","甘藍","1","殺菌劑"
"Boscalid","白克列","印度棗","2.5","殺菌劑"
"Boscalid","白克列","西瓜","0.5","殺菌劑"
"Boscalid","白克列","李","2.5","殺菌劑"
"Boscalid","白克列","杏","2.5","殺菌劑"
"Boscalid","白克列","杏仁","0.05","殺菌劑"
"Boscalid","白克列","芒果","0.5","殺菌劑"
"Boscalid","白克列","豆薯","0.5","殺菌劑"
"Boscalid","白克列","油桃","2.5","殺菌劑"
"Boscalid","白克列","油菜籽","1","殺菌劑"
"Boscalid","白克列","芝麻","0.1","殺菌劑"
"Boscalid","白克列","芹菜","4","殺菌劑"
"Boscalid","白克列","落花生","0.05","殺菌劑"
"Boscalid","白克列","花豆(鮮)","1","殺菌劑"
"Boscalid","白克列","青花菜","2","殺菌劑"
"Boscalid","白克列","開心果","0.7","殺菌劑"
"Boscalid","白克列","大豆","0.1","殺菌劑"
"Boscalid","白克列","黃金果","0.2","殺菌劑"
"Boscalid","白克列","黑莓","6","殺菌劑"
"Boscalid","白克列","豌豆","1","殺菌劑"
"Boscalid","白克列","腰果","0.05","殺菌劑"
"Boscalid","白克列","葵花籽","0.6","殺菌劑"
"Boscalid","白克列","葡萄","1","殺菌劑"
"Boscalid","白克列","辣椒","1.2","殺菌劑"
"Boscalid","白克列","酸漿","1.2","殺菌劑"
"Boscalid","白克列","蓮霧","4","殺菌劑"
"Boscalid","白克列","樹豆(鮮)","1","殺菌劑"
"Boscalid","白克列","樹番茄","1.2","殺菌劑"
"Boscalid","白克列","覆盆子","6","殺菌劑"
"Boscalid","白克列","澳洲胡桃","0.05","殺菌劑"
"Boscalid","白克列","穗醋栗","4","殺菌劑"
"Boscalid","白克列","翼豆","1","殺菌劑"
"Boscalid","白克列","藍莓","10","殺菌劑"
"Boscalid","白克列","蘋果","2","殺菌劑"
"Boscalid","白克列","櫻桃","1.7","殺菌劑"
"Boscalid","白克列","蠶豆(鮮)","1","殺菌劑"
"Boscalid","白克列","鷹嘴豆","1","殺菌劑"
"Boscalid","白克列","其他(蔬果類)*","0.01*","殺菌劑"
"Boscalid","白克列","其他(穀類)*","0.02*","殺菌劑"
"Boscalid","白克列","其他(茶類)*","0.05*","殺菌劑"
"Bromacil","克草","大漿果類","0.5","殺草劑"
"Bromacil","克草","柑桔類","0.5","殺草劑"
"Bromopropylate","新殺蟎","刀豆","1","殺蟎劑"
"Bromopropylate","新殺蟎","豌豆芽","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","樹豆(乾)","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","樹豆(鮮)","1","殺蟎劑"
"Bromopropylate","新殺蟎","翼豆","1","殺蟎劑"
"Bromopropylate","新殺蟎","蠶豆(乾)","0.1","殺蟎劑"
"Bromopropylate","新殺蟎","蠶豆(鮮)","1","殺蟎劑"
"Bromopropylate","新殺蟎","鷹嘴豆","1","殺蟎劑"
"Bromopropylate","新殺蟎","其他(蔬果類)*","0.01*","殺蟎劑"
"Bromopropylate","新殺蟎","其他(穀類)*","0.02*","殺蟎劑"
"Bromopropylate","新殺蟎","其他(茶類)*","0.05*","殺蟎劑"
"Bromuconazole","溴克座","核果類","0.5","殺菌劑"
"Bromuconazole","溴克座","梨果類","0.5","殺菌劑"
"Bufencarb","必克蝨","大漿果類","0.5","殺蟲劑"
"Bufencarb","必克蝨","米類","0.1","殺蟲劑"
"Bupirimate","布瑞莫","瓜菜類","2","殺菌劑"
"Bupirimate","布瑞莫","西瓜","1","殺菌劑"
"Bupirimate","布瑞莫","洋香瓜","1","殺菌劑"
"Bupirimate","布瑞莫","香瓜","1","殺菌劑"
"Bupirimate","布瑞莫","核果類","2","殺菌劑"
"Bupirimate","布瑞莫","草莓","0.5","殺菌劑"
"Bupirimate","布瑞莫","啤酒花","10","殺菌劑"
"Bupirimate","布瑞莫","梨果類","2","殺菌劑"
"Bupirimate","布瑞莫","其他(蔬果類)*","0.01*","殺菌劑"
"Bupirimate","布瑞莫","其他(穀類)*","0.02*","殺菌劑"
"Bupirimate","布瑞莫","其他(茶類)*","0.05*","殺菌劑"
"Buprofezin","布芬淨","小葉菜類","1","殺蟲劑"
"Buprofezin","布芬淨","絲瓜","0.5","殺蟲劑"
"Buprofezin","布芬淨","菊花","1","殺蟲劑"
"Buprofezin","布芬淨","越瓜","0.5","殺蟲劑"
"Buprofezin","布芬淨","葡萄","0.5","殺蟲劑"
"Buprofezin","布芬淨","葡萄(乾)","2","殺蟲劑"
"Buprofezin","布芬淨","蓮花","1","殺蟲劑"
"Buprofezin","布芬淨","蘋果","1","殺蟲劑"
"Buprofezin","布芬淨","櫻桃","1.5","殺蟲劑"
"Butachlor","丁基拉草","小葉菜類","0.5","殺草劑"
"Butachlor","丁基拉草","米類","0.5","殺草劑"
"Butachlor","丁基拉草","絞股藍","0.02","殺草劑"
"Butachlor","丁基拉草","其他(蔬果類)*","0.01*","殺草劑"
"Butachlor","丁基拉草","其他(穀類)*","0.02*","殺草劑"
"Butachlor","丁基拉草","其他(茶類)*","0.05*","殺草劑"
"Butocarboxim","佈嘉信","根莖菜類","0.1","殺蟲劑"
"Butocarboxim","佈嘉信","其他(蔬果類)*","0.01*","殺蟲劑"
"Butocarboxim","佈嘉信","其他(穀類)*","0.02*","殺蟲劑"
"Butocarboxim","佈嘉信","其他(茶類)*","0.05*","殺蟲劑"
"Butralin","比達寧","瓜果類","0.1","殺草劑"
"Butralin","比達寧","乾豆類","0.1","殺草劑"
"Butralin","比達寧","其他(蔬果類)*","0.01*","殺草劑"
"Butralin","比達寧","其他(穀類)*","0.02*","殺草劑"
"Butralin","比達寧","其他(茶類)*","0.05*","殺草劑"
"Butylate","拔敵草","雜糧類","0.5","殺草劑"
"Cadusafos","","香蕉","0.01","殺蟲劑"
"Captan","蓋普丹","小黃瓜","3","殺菌劑"
"Captan","蓋普丹","李","10","殺菌劑"
"Captan","蓋普丹","甘蔗","1","殺菌劑"
"Carbaryl","加保利","核果類","0.5","殺蟲劑"
"Carbaryl","加保利","根莖菜類","0.1","殺蟲劑"
"Carbaryl","加保利","茶類","2","殺蟲劑"
"Carbaryl","加保利","乾豆類","0.1","殺蟲劑"
"Carbaryl","加保利","梨果類","0.5","殺蟲劑"
"Carbaryl","加保利","雜糧類","0.5","殺蟲劑"
"Carbendazim","貝芬替","大豆","0.5","殺菌劑"
"Carbendazim","貝芬替","大麥","0.5","殺菌劑"
"Carbendazim","貝芬替","大漿果類","1","殺菌劑"
"Carbendazim","貝芬替","小麥","0.05","殺菌劑"
"Carbendazim","貝芬替","小葉菜類","1","殺菌劑"
"Carbendazim","貝芬替","其他小漿果類(草莓及葡萄除外)","2","殺菌劑"
"Carbendazim","貝芬替","包葉菜類","4","殺菌劑"
"Carbendazim","貝芬替","瓜果類","2","殺菌劑"
"Carbendazim","貝芬替","瓜菜類","0.5","殺菌劑"
"Carbendazim","貝芬替","印度棗","1.5","殺菌劑"
"Carbendazim","貝芬替","米類","0.5","殺菌劑"
"Carbendazim","貝芬替","芒果","2","殺菌劑"
"Carbendazim","貝芬替","豆菜類","0.5","殺菌劑"
"Carbendazim","貝芬替","咖啡豆","0.1","殺菌劑"
"Carbendazim","貝芬替","果菜類","1","殺菌劑"
"Carbendazim","貝芬替","油菜籽","0.05","殺菌劑"
"Carbendazim","貝芬替","玫瑰","1","殺菌劑"
"Carbendazim","貝芬替","落花生","0.1","殺菌劑"
"Carbendazim","貝芬替","金盞花","1","殺菌劑"
"Carbendazim","貝芬替","其他柑桔類(檸檬除外)","3","殺菌劑"
"Carbendazim","貝芬替","洋甘菊","1","殺菌劑"
"Carbendazim","貝芬替","洛神葵","0.5","殺菌劑"
"Carbofuran","加保扶","小漿果類","2","殺蟲劑"
"Carbofuran","加保扶","包葉菜類","0.5","殺蟲劑"
"Carbofuran","加保扶","瓜果類","1","殺蟲劑"
"Carbofuran","加保扶","米類","0.5","殺蟲劑"
"Carbofuran","加保扶","果菜類","0.5","殺蟲劑"
"Carbofuran","加保扶","柑桔類","2","殺蟲劑"
"Carbofuran","加保扶","核果類","0.5","殺蟲劑"
"Carbofuran","加保扶","根莖菜類","0.5","殺蟲劑"
"Carbofuran","加保扶","茶類","1","殺蟲劑"
"Carbofuran","加保扶","乾豆類","0.5","殺蟲劑"
"Carbofuran","加保扶","梨果類","0.5","殺蟲劑"
"Carbofuran","加保扶","雜糧類","0.5","殺蟲劑"
"Carbosulfan","丁基加保扶","大漿果類","0.5","殺蟲劑"
"Carbosulfan","丁基加保扶","小葉菜類","1","殺蟲劑"
"Carbosulfan","丁基加保扶","小漿果類","2","殺蟲劑"
"Carbosulfan","丁基加保扶","包葉菜類","0.5","殺蟲劑"
"Carbosulfan","丁基加保扶","瓜果類","1","殺蟲劑"
"Carbosulfan","丁基加保扶","米類","0.5","殺蟲劑"
"Carbosulfan","丁基加保扶","果菜類","0.5","殺蟲劑"
"Carbosulfan","丁基加保扶","柑桔類","2","殺蟲劑"
"Carbosulfan","丁基加保扶","核果類","2","殺蟲劑"
"Carbosulfan","丁基加保扶","根莖菜類","0.5","殺蟲劑"
"Carbosulfan","丁基加保扶","乾豆類","0.5","殺蟲劑"
