花蓮縣	格全食品工業股份有限公司花蓮分公司	花蓮縣玉里鎮三民里三民路6之5號	冷藏、冷凍畜禽生鮮肉品【冷凍鴨肉分切】	98,102		
花蓮縣	銘驊農畜行	花蓮縣花蓮市國強里豐村113號	冷藏、冷凍畜禽生鮮肉品【冷藏、冷凍雞肉分切】	99,102		
花蓮縣	阿漾咕咕體驗園區暨肉品加工廠【光豐地區農會】	花蓮縣光復鄉西富村中正路二段6巷10號	冷藏、冷凍畜禽生鮮肉品【冷藏、冷凍豬肉分切】	101		
花蓮縣	花蓮市農會超市配貨中心	花蓮縣花蓮市中山路二段1號	冷藏、冷凍畜禽生鮮肉品【冷藏、冷凍豬肉分切】	101		
宜蘭縣	台灣菸酒股份有限公司宜蘭酒廠	宜蘭縣宜蘭市大道里舊城西路3號	香腸【中式香腸】	98,102		
宜蘭縣	呈康食品股份有限公司	宜蘭縣五結鄉利工一路二段64號	調理肉品【義大利肉醬、菩提齋、羅漢齋_全素】	98		
宜蘭縣	立暉食品有限公司	宜蘭縣蘇澳鎮聖湖里中山路二段395號	醃漬肉品【臘肉】	99		
宜蘭縣	博士鴨畜產品實業有限公司	宜蘭縣五結鄉福興村新五路1-1號	調理肉品【鴨排】	100		
宜蘭縣	勝贏屠宰股份有限公司	宜蘭縣壯圍鄉11鄰新南村【路】96-7號	調理肉品【烤鴨、水煮雞、水煮鴨】	101		
宜蘭縣	謝記畜產食品股份有限公司	宜蘭縣五結鄉利工三路71號	醃漬肉品【鴨賞切片】	101		
基隆市	郁貿企業有限公司	基隆市武隆街105號	生鮮肉品【冷藏小分切雞肉】	101		
基隆市	樹森開發股份有限公司基隆廠	基隆市七堵區工建南路23號	冷藏、冷凍畜禽生鮮肉品【冷藏、冷凍牛肉分切】	102		
台北市	衛鮮食品股份有限公司	台北市內湖區民善街128號B2	冷藏、冷凍畜禽生鮮肉品【冷藏、冷凍牛肉分切】	101,102		
新北市	嘉一香食品股份有限公司樹林廠	新北市樹林區俊安街43號	冷藏、冷凍畜禽生鮮肉品【冷藏、冷凍豬肉分切】	97,102		
新北市	協麟食品企業股份有限公司	新北市三峽區正義街16號	醃漬肉品【培根、火腿】	97		
新北市	中國青年商店股份有限公司	新北市五股區興珍里37鄰五工六路53-2號	冷藏、冷凍畜禽生鮮肉品【冷藏豬肉分切】	98		
新北市	愛味香食品股份有限公司	新北市鶯歌區中正三路491巷7號	調理肉品【宮保雞丁】	98		
新北市	美淇食品有限公司	新北市中和區中山路二段342號	※冷藏、冷凍畜禽生鮮肉品【冷藏、冷凍豬肉分切】
※調理肉品【豬、牛、羊】	98		
